question_id,end_date,pollster,sample_size,population,politician,favorable,unfavorable,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable,results
99653,2019-07-23,YouGov,1210,rv,Joseph R. Biden Jr.,42.0,49.0,21.0,21.0,18.0,31.0,1
99629,2019-07-21,Morning Consult,1992,rv,Joseph R. Biden Jr.,45.0,39.0,0.0,0.0,0.0,0.0,1
99386,2019-07-16,YouGov,1147,rv,Joseph R. Biden Jr.,46.0,46.0,23.0,23.0,16.0,30.0,1
99147,2019-07-09,YouGov,1131,rv,Joseph R. Biden Jr.,44.0,47.0,19.0,25.0,16.0,31.0,1
98951,2019-07-02,YouGov,1255,rv,Joseph R. Biden Jr.,44.0,50.0,20.0,24.0,19.0,31.0,1
98807,2019-07-01,Morning Consult,1604,rv,Joseph R. Biden Jr.,42.0,39.0,20.0,22.0,14.0,25.0,1
98877,2019-07-01,HarrisX,1000,rv,Joseph R. Biden Jr.,45.0,43.0,20.0,25.0,17.0,26.0,1
98749,2019-06-30,CNN/SSRS,1466,rv,Joseph R. Biden Jr.,47.0,44.0,0.0,0.0,0.0,0.0,1
98922,2019-06-29,Harris Poll,2182,rv,Joseph R. Biden Jr.,50.0,39.0,19.0,31.0,18.0,21.0,1
98827,2019-06-29,HarrisX,1002,rv,Joseph R. Biden Jr.,48.0,40.0,21.0,27.0,15.0,25.0,1
98692,2019-06-27,HarrisX,1001,rv,Joseph R. Biden Jr.,49.0,37.0,24.0,25.0,15.0,22.0,1
98467,2019-06-25,YouGov,1104,rv,Joseph R. Biden Jr.,47.0,46.0,25.0,22.0,17.0,29.0,1
98784,2019-06-23,Morning Consult,1996,rv,Joseph R. Biden Jr.,49.0,36.0,24.0,25.0,11.0,25.0,1
98100,2019-06-18,YouGov,1197,rv,Joseph R. Biden Jr.,44.0,48.0,22.0,22.0,15.0,33.0,1
97757,2019-06-11,YouGov,1103,rv,Joseph R. Biden Jr.,44.0,50.0,21.0,23.0,16.0,34.0,1
97500,2019-06-04,YouGov,1185,rv,Joseph R. Biden Jr.,46.0,47.0,23.0,23.0,16.0,31.0,1
97458,2019-05-31,CNN/SSRS,902,rv,Joseph R. Biden Jr.,49.0,39.0,0.0,0.0,0.0,0.0,1
97427,2019-05-30,Harris Poll,1295,rv,Joseph R. Biden Jr.,49.0,37.0,20.0,29.0,15.0,22.0,1
97288,2019-05-28,YouGov,1118,rv,Joseph R. Biden Jr.,46.0,46.0,23.0,23.0,16.0,30.0,1
97356,2019-05-24,HarrisX,1000,rv,Joseph R. Biden Jr.,50.0,35.0,24.0,26.0,15.0,20.0,1
97129,2019-05-21,YouGov,1107,rv,Joseph R. Biden Jr.,47.0,46.0,23.0,24.0,20.0,26.0,1
97094,2019-05-20,Quinnipiac University,1078,rv,Joseph R. Biden Jr.,49.0,39.0,0.0,0.0,0.0,0.0,1
96983,2019-05-14,YouGov,1237,rv,Joseph R. Biden Jr.,47.0,46.0,23.0,24.0,16.0,30.0,1
96784,2019-05-07,YouGov,1166,rv,Joseph R. Biden Jr.,47.0,45.0,23.0,24.0,17.0,28.0,1
96707,2019-05-01,Harris Poll,1536,rv,Joseph R. Biden Jr.,52.0,38.0,21.0,31.0,18.0,19.0,1
96641,2019-04-30,YouGov,1068,rv,Joseph R. Biden Jr.,49.0,43.0,24.0,25.0,18.0,25.0,1
96570,2019-04-28,HarrisX,1001,rv,Joseph R. Biden Jr.,48.0,36.0,23.0,25.0,16.0,20.0,1
96613,2019-04-28,CNN/SSRS,913,rv,Joseph R. Biden Jr.,51.0,41.0,0.0,0.0,0.0,0.0,1
96478,2019-04-23,YouGov,1261,rv,Joseph R. Biden Jr.,46.0,45.0,23.0,23.0,17.0,28.0,1
96449,2019-04-21,Morning Consult,1992,rv,Joseph R. Biden Jr.,48.0,37.0,0.0,0.0,0.0,0.0,1
96377,2019-04-16,YouGov,1183,rv,Joseph R. Biden Jr.,47.0,45.0,21.0,26.0,18.0,27.0,1
96187,2019-04-09,YouGov,1263,rv,Joseph R. Biden Jr.,49.0,45.0,22.0,27.0,18.0,27.0,1
96119,2019-04-02,YouGov,1221,rv,Joseph R. Biden Jr.,48.0,42.0,24.0,24.0,16.0,26.0,1
96083,2019-03-30,HarrisX,1002,rv,Joseph R. Biden Jr.,55.0,31.0,30.0,25.0,14.0,17.0,1
96063,2019-03-26,Harris Poll,1437,rv,Joseph R. Biden Jr.,54.0,33.0,24.0,30.0,14.0,19.0,1
95995,2019-03-26,YouGov,1242,rv,Joseph R. Biden Jr.,51.0,42.0,27.0,24.0,16.0,26.0,1
95877,2019-03-19,YouGov,1278,rv,Joseph R. Biden Jr.,52.0,39.0,27.0,25.0,14.0,25.0,1
95772,2019-03-12,YouGov,1273,rv,Joseph R. Biden Jr.,51.0,43.0,28.0,23.0,15.0,28.0,1
95753,2019-03-09,HarrisX,1000,rv,Joseph R. Biden Jr.,53.0,31.0,26.0,27.0,14.0,17.0,1
95558,2019-02-20,Harris Poll,1792,rv,Joseph R. Biden Jr.,54.0,32.0,25.0,29.0,15.0,17.0,1
95451,2019-02-19,Morning Consult,1914,rv,Joseph R. Biden Jr.,50.0,32.0,0.0,0.0,0.0,0.0,1
95389,2019-02-10,Morning Consult,1845,rv,Joseph R. Biden Jr.,50.0,34.0,0.0,0.0,0.0,0.0,1
95230,2019-02-02,Morning Consult,1993,rv,Joseph R. Biden Jr.,52.0,35.0,0.0,0.0,0.0,0.0,1
95186,2019-01-27,Morning Consult,1997,rv,Joseph R. Biden Jr.,49.0,33.0,0.0,0.0,0.0,0.0,1
95141,2019-01-22,Morning Consult,1996,rv,Joseph R. Biden Jr.,49.0,33.0,0.0,0.0,0.0,0.0,1
95139,2019-01-16,Harris Poll,1540,rv,Joseph R. Biden Jr.,56.0,32.0,23.0,33.0,16.0,16.0,1
95091,2019-01-14,Morning Consult,1984,rv,Joseph R. Biden Jr.,50.0,33.0,0.0,0.0,0.0,0.0,1
94880,2019-01-06,Morning Consult,1989,rv,Joseph R. Biden Jr.,50.0,32.0,0.0,0.0,0.0,0.0,1
95086,2019-01-04,HarrisX,1003,rv,Joseph R. Biden Jr.,54.0,31.0,25.0,29.0,15.0,16.0,1
114836,2019-12-10,YouGov,1203,rv,Donald Trump,45.0,54.0,12.0,6.0,48.0,0.0,0
114733,2019-12-09,Quinnipiac University,1553,rv,Donald Trump,40.0,57.0,0.0,0.0,0.0,0.0,0
114673,2019-12-08,Monmouth University,838,rv,Donald Trump,46.0,52.0,33.0,13.0,5.0,47.0,0
114750,2019-12-03,YouGov,1198,rv,Donald Trump,47.0,52.0,34.0,13.0,5.0,47.0,0
114655,2019-11-29,Harris Poll,1859,rv,Donald Trump,42.0,54.0,24.0,18.0,11.0,43.0,0
114751,2019-11-26,YouGov,1187,rv,Donald Trump,45.0,54.0,35.0,10.0,4.0,50.0,0
114676,2019-11-24,Morning Consult,1988,rv,Donald Trump,40.0,55.0,0.0,0.0,0.0,0.0,0
114752,2019-11-19,YouGov,1218,rv,Donald Trump,44.0,55.0,32.0,12.0,7.0,48.0,0
114677,2019-11-17,Morning Consult,1994,rv,Donald Trump,41.0,55.0,0.0,0.0,0.0,0.0,0
114753,2019-11-12,YouGov,1196,rv,Donald Trump,43.0,55.0,34.0,9.0,6.0,49.0,0
114678,2019-11-10,Morning Consult,1993,rv,Donald Trump,39.0,56.0,0.0,0.0,0.0,0.0,0
114754,2019-11-05,YouGov,1190,rv,Donald Trump,44.0,55.0,35.0,9.0,7.0,48.0,0
114674,2019-11-03,Monmouth University,835,rv,Donald Trump,44.0,54.0,34.0,10.0,4.0,50.0,0
114679,2019-11-03,Morning Consult,1983,rv,Donald Trump,40.0,55.0,0.0,0.0,0.0,0.0,0
114656,2019-10-31,Harris Poll,1810,rv,Donald Trump,41.0,54.0,24.0,17.0,11.0,43.0,0
114755,2019-10-29,YouGov,1270,rv,Donald Trump,45.0,54.0,33.0,12.0,5.0,49.0,0
114680,2019-10-28,Morning Consult,1997,rv,Donald Trump,42.0,54.0,0.0,0.0,0.0,0.0,0
114746,2019-10-26,Suffolk University,1000,rv,Donald Trump,44.0,52.0,0.0,0.0,0.0,0.0,0
114756,2019-10-22,YouGov,1198,rv,Donald Trump,43.0,55.0,32.0,11.0,5.0,50.0,0
114681,2019-10-21,Morning Consult,1989,rv,Donald Trump,41.0,55.0,0.0,0.0,0.0,0.0,0
114740,2019-10-20,CNN/SSRS,892,rv,Donald Trump,44.0,56.0,0.0,0.0,0.0,0.0,0
114757,2019-10-15,YouGov,1135,rv,Donald Trump,42.0,55.0,32.0,10.0,6.0,49.0,0
114682,2019-10-13,Morning Consult,1993,rv,Donald Trump,40.0,56.0,0.0,0.0,0.0,0.0,0
114735,2019-10-13,Quinnipiac University,1195,rv,Donald Trump,39.0,56.0,0.0,0.0,0.0,0.0,0
114758,2019-10-08,YouGov,1235,rv,Donald Trump,46.0,53.0,32.0,14.0,8.0,45.0,0
114644,2019-10-08,Fox News,1003,rv,Donald Trump,43.0,56.0,25.0,18.0,8.0,48.0,0
114683,2019-10-08,Morning Consult,1991,rv,Donald Trump,41.0,56.0,0.0,0.0,0.0,0.0,0
114759,2019-10-01,YouGov,1078,rv,Donald Trump,43.0,54.0,32.0,11.0,6.0,48.0,0
114798,2019-09-30,YouGov,1195,rv,Donald Trump,44.2,52.6,30.2,14.0,7.8,44.8,0
114684,2019-09-30,Morning Consult,2488,rv,Donald Trump,40.0,55.0,0.0,0.0,0.0,0.0,0
114675,2019-09-29,Monmouth University,1017,rv,Donald Trump,43.0,56.0,30.0,13.0,6.0,50.0,0
114760,2019-09-24,YouGov,1193,rv,Donald Trump,44.0,54.0,30.0,14.0,6.0,48.0,0
114657,2019-09-24,Harris Poll,2009,rv,Donald Trump,41.0,55.0,22.0,18.0,11.0,44.0,0
114736,2019-09-23,Quinnipiac University,1337,rv,Donald Trump,38.0,55.0,0.0,0.0,0.0,0.0,0
114685,2019-09-22,Morning Consult,1994,rv,Donald Trump,42.0,54.0,0.0,0.0,0.0,0.0,0
114761,2019-09-17,YouGov,1177,rv,Donald Trump,44.0,54.0,32.0,12.0,7.0,47.0,0
114725,2019-09-16,NBC News/Wall Street Journal,900,rv,Donald Trump,41.0,51.0,30.0,11.0,7.0,44.0,0
114686,2019-09-15,Morning Consult,1994,rv,Donald Trump,41.0,54.0,0.0,0.0,0.0,0.0,0
114762,2019-09-10,YouGov,1179,rv,Donald Trump,42.0,55.0,29.0,13.0,6.0,49.0,0
114687,2019-09-08,Morning Consult,1998,rv,Donald Trump,42.0,54.0,0.0,0.0,0.0,0.0,0
114641,2019-09-05,ABC News/Washington Post,877,rv,Donald Trump,41.0,57.0,29.0,11.0,9.0,48.0,0
114763,2019-09-03,YouGov,1064,rv,Donald Trump,46.0,52.0,33.0,13.0,8.0,44.0,0
114658,2019-08-28,Harris Poll,2531,rv,Donald Trump,42.0,54.0,23.0,19.0,11.0,43.0,0
114764,2019-08-27,YouGov,1086,rv,Donald Trump,44.0,53.0,31.0,13.0,5.0,48.0,0
114747,2019-08-25,Suffolk University,1000,rv,Donald Trump,41.0,54.0,0.0,0.0,0.0,0.0,0
114688,2019-08-25,Morning Consult,1987,rv,Donald Trump,41.0,55.0,0.0,0.0,0.0,0.0,0
114765,2019-08-20,YouGov,1100,rv,Donald Trump,44.0,54.0,32.0,12.0,7.0,47.0,0
114689,2019-08-18,Morning Consult,1998,rv,Donald Trump,42.0,53.0,0.0,0.0,0.0,0.0,0
114766,2019-08-13,YouGov,1124,rv,Donald Trump,43.0,56.0,32.0,11.0,6.0,50.0,0
114645,2019-08-13,Fox News,1013,rv,Donald Trump,42.0,56.0,26.0,15.0,8.0,48.0,0
114690,2019-08-11,Morning Consult,1993,rv,Donald Trump,41.0,53.0,0.0,0.0,0.0,0.0,0
114691,2019-08-07,Morning Consult,1960,rv,Donald Trump,40.0,56.0,0.0,0.0,0.0,0.0,0
114767,2019-08-06,YouGov,1156,rv,Donald Trump,44.0,54.0,33.0,11.0,7.0,47.0,0
114692,2019-08-03,Morning Consult,1996,rv,Donald Trump,44.0,51.0,0.0,0.0,0.0,0.0,0
114659,2019-08-01,Harris Poll,2214,rv,Donald Trump,39.0,55.0,21.0,19.0,12.0,44.0,0
114768,2019-07-30,YouGov,1100,rv,Donald Trump,42.0,56.0,29.0,13.0,7.0,49.0,0
114693,2019-07-27,Morning Consult,1994,rv,Donald Trump,42.0,53.0,0.0,0.0,0.0,0.0,0
114694,2019-07-25,Morning Consult,1992,rv,Donald Trump,40.0,56.0,0.0,0.0,0.0,0.0,0
114646,2019-07-23,Fox News,1004,rv,Donald Trump,45.0,51.0,28.0,17.0,9.0,42.0,0
114769,2019-07-23,YouGov,1204,rv,Donald Trump,44.0,53.0,32.0,12.0,6.0,47.0,0
114695,2019-07-21,Morning Consult,1992,rv,Donald Trump,39.0,56.0,0.0,0.0,0.0,0.0,0
114770,2019-07-16,YouGov,1147,rv,Donald Trump,46.0,52.0,33.0,13.0,6.0,46.0,0
114696,2019-07-14,Morning Consult,1984,rv,Donald Trump,40.0,54.0,0.0,0.0,0.0,0.0,0
114771,2019-07-09,YouGov,1129,rv,Donald Trump,44.0,54.0,33.0,11.0,5.0,49.0,0
114772,2019-07-02,YouGov,1255,rv,Donald Trump,44.0,53.0,31.0,13.0,6.0,47.0,0
114697,2019-07-01,Morning Consult,1604,rv,Donald Trump,41.0,53.0,0.0,0.0,0.0,0.0,0
114741,2019-06-30,CNN/SSRS,1466,rv,Donald Trump,43.0,55.0,0.0,0.0,0.0,0.0,0
114660,2019-06-29,Harris Poll,2182,rv,Donald Trump,41.0,55.0,22.0,19.0,11.0,44.0,0
114773,2019-06-25,YouGov,1104,rv,Donald Trump,46.0,52.0,33.0,13.0,7.0,45.0,0
114698,2019-06-24,Morning Consult,1991,rv,Donald Trump,42.0,54.0,0.0,0.0,0.0,0.0,0
114699,2019-06-23,Morning Consult,1996,rv,Donald Trump,40.0,55.0,0.0,0.0,0.0,0.0,0
114774,2019-06-18,YouGov,1197,rv,Donald Trump,45.0,53.0,33.0,12.0,5.0,48.0,0
114700,2019-06-16,Morning Consult,1992,rv,Donald Trump,41.0,54.0,0.0,0.0,0.0,0.0,0
114748,2019-06-15,Suffolk University,1000,rv,Donald Trump,46.0,50.0,0.0,0.0,0.0,0.0,0
114775,2019-06-11,YouGov,1102,rv,Donald Trump,45.0,54.0,35.0,10.0,6.0,48.0,0
114701,2019-06-09,Morning Consult,1991,rv,Donald Trump,41.0,55.0,0.0,0.0,0.0,0.0,0
114776,2019-06-04,YouGov,1185,rv,Donald Trump,45.0,53.0,33.0,12.0,8.0,45.0,0
114702,2019-06-02,Morning Consult,1997,rv,Donald Trump,42.0,54.0,0.0,0.0,0.0,0.0,0
114742,2019-05-31,CNN/SSRS,902,rv,Donald Trump,45.0,52.0,0.0,0.0,0.0,0.0,0
114661,2019-05-30,Harris Poll,1295,rv,Donald Trump,42.0,52.0,24.0,19.0,12.0,40.0,0
114777,2019-05-28,YouGov,1118,rv,Donald Trump,44.0,54.0,33.0,11.0,6.0,48.0,0
114778,2019-05-21,YouGov,1107,rv,Donald Trump,43.0,56.0,30.0,13.0,7.0,49.0,0
114737,2019-05-20,Quinnipiac University,1078,rv,Donald Trump,38.0,57.0,0.0,0.0,0.0,0.0,0
114703,2019-05-19,Morning Consult,1995,rv,Donald Trump,41.0,56.0,0.0,0.0,0.0,0.0,0
114779,2019-05-14,YouGov,1237,rv,Donald Trump,44.0,54.0,32.0,12.0,7.0,47.0,0
114704,2019-05-12,Morning Consult,1995,rv,Donald Trump,41.0,55.0,0.0,0.0,0.0,0.0,0
114780,2019-05-07,YouGov,1162,rv,Donald Trump,45.0,53.0,31.0,14.0,6.0,47.0,0
114705,2019-05-06,Morning Consult,1990,rv,Donald Trump,41.0,52.0,0.0,0.0,0.0,0.0,0
114662,2019-05-01,Harris Poll,1536,rv,Donald Trump,42.0,54.0,24.0,18.0,10.0,44.0,0
114781,2019-04-30,YouGov,1068,rv,Donald Trump,43.0,54.0,32.0,11.0,8.0,46.0,0
114706,2019-04-29,Morning Consult,1995,rv,Donald Trump,41.0,54.0,0.0,0.0,0.0,0.0,0
114743,2019-04-28,CNN/SSRS,913,rv,Donald Trump,45.0,54.0,0.0,0.0,0.0,0.0,0
114782,2019-04-23,YouGov,1261,rv,Donald Trump,44.0,54.0,32.0,12.0,7.0,47.0,0
114707,2019-04-21,Morning Consult,1992,rv,Donald Trump,39.0,55.0,0.0,0.0,0.0,0.0,0
114783,2019-04-16,YouGov,1183,rv,Donald Trump,43.0,54.0,29.0,14.0,7.0,47.0,0
114647,2019-04-16,Fox News,1005,rv,Donald Trump,44.0,53.0,26.0,18.0,11.0,42.0,0
114708,2019-04-14,Morning Consult,1998,rv,Donald Trump,44.0,51.0,0.0,0.0,0.0,0.0,0
114784,2019-04-09,YouGov,1263,rv,Donald Trump,44.0,53.0,30.0,14.0,6.0,47.0,0
114709,2019-04-07,Morning Consult,1992,rv,Donald Trump,40.0,55.0,0.0,0.0,0.0,0.0,0
114785,2019-04-02,YouGov,1221,rv,Donald Trump,43.0,55.0,29.0,14.0,6.0,49.0,0
114710,2019-04-01,Morning Consult,1945,rv,Donald Trump,44.0,52.0,0.0,0.0,0.0,0.0,0
114731,2019-03-28,Public Policy Polling,846,rv,Donald Trump,42.0,52.0,0.0,0.0,0.0,0.0,0
114786,2019-03-26,YouGov,1242,rv,Donald Trump,45.0,54.0,32.0,13.0,6.0,48.0,0
114799,2019-03-26,Morning Consult,1978,rv,Donald Trump,42.0,54.0,0.0,0.0,0.0,0.0,0
114663,2019-03-26,Harris Poll,1437,rv,Donald Trump,39.0,56.0,21.0,17.0,11.0,46.0,0
114787,2019-03-19,YouGov,1278,rv,Donald Trump,42.0,56.0,30.0,12.0,8.0,48.0,0
114749,2019-03-17,Suffolk University,1000,rv,Donald Trump,42.0,50.0,0.0,0.0,0.0,0.0,0
114744,2019-03-17,CNN/SSRS,914,rv,Donald Trump,42.0,53.0,0.0,0.0,0.0,0.0,0
114800,2019-03-17,Morning Consult,1991,rv,Donald Trump,41.0,53.0,0.0,0.0,0.0,0.0,0
114788,2019-03-12,YouGov,1273,rv,Donald Trump,44.0,55.0,33.0,11.0,6.0,49.0,0
114713,2019-03-10,Morning Consult,1994,rv,Donald Trump,39.0,55.0,0.0,0.0,0.0,0.0,0
114789,2019-03-05,YouGov,1298,rv,Donald Trump,46.0,53.0,33.0,13.0,6.0,47.0,0
114714,2019-03-03,Morning Consult,1993,rv,Donald Trump,41.0,53.0,0.0,0.0,0.0,0.0,0
114790,2019-02-26,YouGov,1326,rv,Donald Trump,44.0,54.0,32.0,12.0,6.0,48.0,0
114715,2019-02-24,Morning Consult,1994,rv,Donald Trump,41.0,53.0,0.0,0.0,0.0,0.0,0
114664,2019-02-20,Harris Poll,1792,rv,Donald Trump,40.0,55.0,23.0,17.0,10.0,45.0,0
114716,2019-02-19,Morning Consult,1914,rv,Donald Trump,41.0,52.0,0.0,0.0,0.0,0.0,0
114791,2019-02-19,YouGov,1310,rv,Donald Trump,44.0,53.0,31.0,13.0,6.0,47.0,0
114648,2019-02-12,Fox News,1004,rv,Donald Trump,43.0,54.0,30.0,13.0,8.0,46.0,0
114792,2019-02-12,YouGov,1276,rv,Donald Trump,40.0,58.0,30.0,10.0,6.0,52.0,0
114717,2019-02-10,Morning Consult,1845,rv,Donald Trump,43.0,51.0,0.0,0.0,0.0,0.0,0
114793,2019-02-05,YouGov,1289,rv,Donald Trump,42.0,54.0,30.0,12.0,7.0,47.0,0
114745,2019-02-02,CNN/SSRS,933,rv,Donald Trump,44.0,53.0,0.0,0.0,0.0,0.0,0
114718,2019-02-02,Morning Consult,1993,rv,Donald Trump,40.0,56.0,0.0,0.0,0.0,0.0,0
114794,2019-01-29,YouGov,1303,rv,Donald Trump,43.0,55.0,31.0,12.0,6.0,49.0,0
114719,2019-01-27,Morning Consult,1997,rv,Donald Trump,40.0,54.0,0.0,0.0,0.0,0.0,0
114720,2019-01-22,Morning Consult,1996,rv,Donald Trump,40.0,55.0,0.0,0.0,0.0,0.0,0
114795,2019-01-22,YouGov,1254,rv,Donald Trump,42.0,56.0,31.0,11.0,6.0,50.0,0
114732,2019-01-21,Public Policy Polling,760,rv,Donald Trump,40.0,57.0,0.0,0.0,0.0,0.0,0
114665,2019-01-16,Harris Poll,1540,rv,Donald Trump,41.0,55.0,22.0,19.0,12.0,43.0,0
114796,2019-01-15,YouGov,1283,rv,Donald Trump,44.0,54.0,32.0,12.0,6.0,48.0,0
114721,2019-01-14,Morning Consult,1984,rv,Donald Trump,41.0,53.0,0.0,0.0,0.0,0.0,0
114734,2019-01-13,Quinnipiac University,1209,rv,Donald Trump,41.0,56.0,0.0,0.0,0.0,0.0,0
114797,2019-01-08,YouGov,1295,rv,Donald Trump,44.0,54.0,30.0,14.0,5.0,49.0,0
114722,2019-01-06,Morning Consult,1989,rv,Donald Trump,42.0,52.0,0.0,0.0,0.0,0.0,0
