poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
83331,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/29/2023,8/1/2023,,,,178360,1324,rv,,rv,,8/2/2023 10:18,,https://docs.cdn.yougov.com/nrdcezwpcn/econTabReport.pdf,,FALSE,,1324,11,Donald Trump,41,57,1,25,16,10,47
83331,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/29/2023,8/1/2023,,,,178365,1500,a,,a,,8/2/2023 10:19,,https://docs.cdn.yougov.com/m6zgcvnfe7/econtoplines.pdf,,FALSE,,1500,42,Joe Biden,42,55,3,18,24,12,43
83331,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/29/2023,8/1/2023,,,,178366,1324,rv,,rv,,8/2/2023 10:19,,https://docs.cdn.yougov.com/nrdcezwpcn/econTabReport.pdf,,FALSE,,1324,42,Joe Biden,43,55,1,20,23,11,44
83331,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/29/2023,8/1/2023,,,,178371,1500,a,,a,,8/2/2023 10:19,,https://docs.cdn.yougov.com/m6zgcvnfe7/econtoplines.pdf,,FALSE,,1500,3084,Ron DeSantis,34,46,19,14,20,10,36
83331,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/29/2023,8/1/2023,,,,178372,1324,rv,,rv,,8/2/2023 10:19,,https://docs.cdn.yougov.com/nrdcezwpcn/econTabReport.pdf,,FALSE,,1324,3084,Ron DeSantis,41,48,11,18,23,9,39
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178192,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,19009,Vivek G. Ramaswamy,33,14,53,13,20,6,8
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178193,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,2712,Tim Scott,30,19,51,9,20,7,12
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178194,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,19014,Robert F. Kennedy,40,31,30,14,27,14,17
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178195,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,6657,Nikki Haley,27,30,42,7,20,13,18
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178196,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,3084,Ron DeSantis,36,46,18,13,23,11,35
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178197,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,42,Joe Biden,41,55,3,21,21,11,44
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178198,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,11,Donald Trump,41,57,2,25,16,10,47
83316,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,7/24/2023,7/27/2023,,,,178200,1013,lv,,lv,,7/31/2023 21:29,,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1013,25,Mike Pence,31,55,14,7,24,24,30
83313,1424,Siena College/NYT Upshot,,,The New York Times/Siena College,448,The New York Times/Siena College,A+,Live Phone,,7/23/2023,7/27/2023,,,,178300,1329,rv,,rv,,8/1/2023 9:38,,https://www.nytimes.com/2023/08/01/us/politics/biden-trump-poll.html,,FALSE,,1329,11,Donald Trump,41,55,4,21,20,11,44
83313,1424,Siena College/NYT Upshot,,,The New York Times/Siena College,448,The New York Times/Siena College,A+,Live Phone,,7/23/2023,7/27/2023,,,,178301,1329,rv,,rv,,8/1/2023 9:38,,https://www.nytimes.com/2023/08/01/us/politics/biden-trump-poll.html,,FALSE,,1329,3084,Ron DeSantis,31,48,21,10,21,12,36
83313,1424,Siena College/NYT Upshot,,,The New York Times/Siena College,448,The New York Times/Siena College,A+,Live Phone,,7/23/2023,7/27/2023,,,,178302,1329,rv,,rv,,8/1/2023 9:38,,https://www.nytimes.com/2023/08/01/us/politics/biden-trump-poll.html,,FALSE,,1329,42,Joe Biden,43,54,3,17,26,16,38
83313,1424,Siena College/NYT Upshot,,,The New York Times/Siena College,448,The New York Times/Siena College,A+,Live Phone,,7/23/2023,7/27/2023,,,,178304,1329,rv,,rv,,8/1/2023 9:38,,https://www.nytimes.com/2023/08/01/us/politics/biden-trump-poll.html,,FALSE,,1329,25,Mike Pence,26,58,16,3,23,28,30
83313,1424,Siena College/NYT Upshot,,,The New York Times/Siena College,448,The New York Times/Siena College,A+,Live Phone,,7/23/2023,7/27/2023,,,,178305,1329,rv,,rv,,8/1/2023 9:38,,https://www.nytimes.com/2023/08/01/us/politics/biden-trump-poll.html,,FALSE,,1329,19014,Robert F. Kennedy,38,34,28,8,30,15,19
83310,169,Gallup,,,Gallup,112,Gallup,B+,Live Phone,,7/3/2023,7/27/2023,,,,177721,1015,a,,a,,7/29/2023 13:52,,https://news.gallup.com/poll/509186/biden-averages-job-approval-tenth-quarter.aspx,,FALSE,,1015,42,Joe Biden,41,57,0,,,,
83310,169,Gallup,,,Gallup,112,Gallup,B+,Live Phone,,7/3/2023,7/27/2023,,,,178661,1015,a,,a,,8/9/2023 10:07,,https://news.gallup.com/poll/509387/newsmakers-prince-william-popular-putin-least.aspx,,FALSE,,1015,11,Donald Trump,41,55,3,,,,
83310,169,Gallup,,,Gallup,112,Gallup,B+,Live Phone,,7/3/2023,7/27/2023,,,,178664,1015,a,,a,,8/9/2023 10:07,,https://news.gallup.com/poll/509387/newsmakers-prince-william-popular-putin-least.aspx,,FALSE,,1015,3084,Ron DeSantis,37,48,15,,,,
83310,169,Gallup,,,Gallup,112,Gallup,B+,Live Phone,,7/3/2023,7/27/2023,,,,178665,1015,a,,a,,8/9/2023 10:07,,https://news.gallup.com/poll/509387/newsmakers-prince-william-popular-putin-least.aspx,,FALSE,,1015,25,Mike Pence,35,52,13,,,,
83287,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/22/2023,7/25/2023,,,,176115,1500,a,,a,,7/26/2023 10:06,,https://docs.cdn.yougov.com/s3axh7nmif/econtoplines.pdf,,FALSE,,1500,11,Donald Trump,40,57,3,22,18,12,45
83287,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/22/2023,7/25/2023,,,,176116,1306,rv,,rv,,7/26/2023 10:06,,https://docs.cdn.yougov.com/pvpz4fi6ym/econTabReport.pdf,,FALSE,,1306,11,Donald Trump,41,57,2,23,18,10,47
83287,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/22/2023,7/25/2023,,,,176121,1500,a,,a,,7/26/2023 10:06,,https://docs.cdn.yougov.com/s3axh7nmif/econtoplines.pdf,,FALSE,,1500,42,Joe Biden,44,53,3,21,23,12,41
83287,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/22/2023,7/25/2023,,,,176122,1306,rv,,rv,,7/26/2023 10:06,,https://docs.cdn.yougov.com/pvpz4fi6ym/econTabReport.pdf,,FALSE,,1306,42,Joe Biden,46,52,2,23,23,11,41
83378,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,7/20/2023,7/24/2023,,,,178677,1000,rv,,rv,,8/10/2023 9:58,,https://navigatorresearch.org/special-report-a-retrospective-on-our-tracking-of-public-opinion-on-the-coronavirus-pandemic/,,FALSE,,1000,42,Joe Biden,42,57,1,16,25,14,43
83378,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,7/20/2023,7/24/2023,,,,178679,1000,rv,,rv,,8/10/2023 9:58,,https://navigatorresearch.org/special-report-a-retrospective-on-our-tracking-of-public-opinion-on-the-coronavirus-pandemic/,,FALSE,,1000,11,Donald Trump,39,60,1,22,16,9,51
83378,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,7/20/2023,7/24/2023,,,,178681,1000,rv,,rv,,8/10/2023 9:58,,https://navigatorresearch.org/special-report-a-retrospective-on-our-tracking-of-public-opinion-on-the-coronavirus-pandemic/,,FALSE,,1000,3084,Ron DeSantis,33,48,19,11,22,11,37
83290,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,7/19/2023,7/24/2023,,,,176172,1000,lv,,lv,,7/26/2023 13:45,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/07/National-July-Presentation-RELEASE-07-24-23.pdf,,FALSE,,1000,42,Joe Biden,42,55,3,19,23,14,41
83285,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,7/20/2023,7/22/2023,,,,176083,2000,rv,,rv,,7/26/2023 9:33,,https://pro.morningconsult.com/analysis/robert-f-kennedy-jr-biden-2024-democratic-primary-polling,,FALSE,,2000,19014,Robert F. Kennedy,40,34,25,,,,
83291,1418,WPA Intelligence,26,Club for Growth,WPA Intelligence,383,WPA Intelligence,B/C,,,7/18/2023,7/22/2023,,,,176176,1000,lv,,lv,,7/26/2023 13:56,,https://www.clubforgrowth.org/wp-content/uploads/2023/07/CfG_July2023NationalPoll_MQ_23072421.pdf,,FALSE,REP,1000,42,Joe Biden,41,53,6,17,24,12,41
83291,1418,WPA Intelligence,26,Club for Growth,WPA Intelligence,383,WPA Intelligence,B/C,,,7/18/2023,7/22/2023,,,,176177,1000,lv,,lv,,7/26/2023 13:56,,https://www.clubforgrowth.org/wp-content/uploads/2023/07/CfG_July2023NationalPoll_MQ_23072421.pdf,,FALSE,REP,1000,11,Donald Trump,34,61,5,19,15,11,50
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175930,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,19014,Robert F. Kennedy,47,26,27,14,33,14,12
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175931,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,11,Donald Trump,45,49,6,26,19,12,37
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175932,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,3084,Ron DeSantis,40,37,22,15,26,13,24
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175933,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,42,Joe Biden,39,53,7,19,20,15,38
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175935,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,25,Mike Pence,37,44,19,11,26,23,21
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175936,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,19009,Vivek G. Ramaswamy,34,18,49,13,21,9,9
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175937,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,6657,Nikki Haley,33,28,39,10,23,14,14
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175938,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,2712,Tim Scott,33,22,45,12,21,12,11
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175939,2068,rv,,rv,,7/23/2023 15:35,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,21,Chris Christie,27,39,34,7,20,21,17
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175941,2068,rv,,rv,,7/23/2023 15:36,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,3846,Marianne Williamson,18,23,59,6,12,12,11
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175942,2068,rv,,rv,,7/23/2023 15:36,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,6597,Asa Hutchinson,18,23,59,5,13,14,9
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,7/19/2023,7/20/2023,,,,175943,2068,rv,,rv,,7/23/2023 15:36,,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,,FALSE,,2068,8249,Doug Burgum,14,17,70,4,9,9,8
83307,1701,NewsNation/Decision Desk HQ,,,NewsNation,696,NewsNation,B/C,Online Panel,,7/17/2023,7/18/2023,,,,177409,1000,rv,,rv,,7/27/2023 15:37,,https://www.newsnationnow.com/polls/poll-what-do-voters-think-about-crime-in-the-us/,,FALSE,,1000,19014,Robert F. Kennedy,43.3,30.05,26.65,14.58,28.72,13.79,16.26
83233,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/15/2023,7/18/2023,,,,175713,1500,a,,a,,7/19/2023 9:49,,https://docs.cdn.yougov.com/ygyh2hpfz0/econtoplines.pdf,,FALSE,,1500,11,Donald Trump,42,57,2,22,19,11,46
83233,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/15/2023,7/18/2023,,,,175714,1315,rv,,rv,,7/19/2023 9:49,,https://docs.cdn.yougov.com/ay6e0ph68l/econTabReport.pdf,,FALSE,,1315,11,Donald Trump,40,58,1,22,18,11,47
83233,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/15/2023,7/18/2023,,,,175719,1500,a,,a,,7/19/2023 9:49,,https://docs.cdn.yougov.com/ygyh2hpfz0/econtoplines.pdf,,FALSE,,1500,42,Joe Biden,42,56,2,19,23,12,44
83233,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/15/2023,7/18/2023,,,,175720,1315,rv,,rv,,7/19/2023 9:49,,https://docs.cdn.yougov.com/ay6e0ph68l/econTabReport.pdf,,FALSE,,1315,42,Joe Biden,44,55,1,20,24,10,45
83233,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/15/2023,7/18/2023,,,,175722,1500,a,,a,,7/19/2023 9:49,,https://docs.cdn.yougov.com/ygyh2hpfz0/econtoplines.pdf,,FALSE,,1500,3084,Ron DeSantis,37,46,18,16,21,11,35
83233,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,7/15/2023,7/18/2023,,,,175723,1315,rv,,rv,,7/19/2023 9:49,,https://docs.cdn.yougov.com/ay6e0ph68l/econTabReport.pdf,,FALSE,,1315,3084,Ron DeSantis,39,47,14,17,22,10,37
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175780,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,11,Donald Trump,38,57,5,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175781,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,3084,Ron DeSantis,34,47,20,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175782,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,6657,Nikki Haley,22,34,44,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175783,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,25,Mike Pence,22,59,18,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175784,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,42,Joe Biden,40,54,6,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175785,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,2712,Tim Scott,24,22,55,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175786,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,6597,Asa Hutchinson,9,22,69,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175787,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,21,Chris Christie,19,52,29,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175788,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,19009,Vivek G. Ramaswamy,16,13,72,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175789,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,17604,Larry A. Elder,16,14,71,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175790,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,8249,Doug Burgum,3,7,91,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175791,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,18857,Francis Suarez,3,10,87,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175792,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,4010,Will Hurd,4,10,86,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175793,1809,rv,,rv,,7/19/2023 14:28,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,19014,Robert F. Kennedy,35,32,34,,,,
83237,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,7/13/2023,7/17/2023,,,,175794,1809,rv,,rv,,7/19/2023 14:29,,https://poll.qu.edu/poll-release?releaseid=3876,,FALSE,,1809,3846,Marianne Williamson,9,20,71,,,,
83245,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,7/13/2023,7/17/2023,,,,175842,1638,a,,a,,7/21/2023 10:18,,https://www.scribd.com/document/660010152/20230717-yahoo-tabs#,,FALSE,,1638,11,Donald Trump,38,57,5,18,21,11,45
83245,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,7/13/2023,7/17/2023,,,,175844,1638,a,,a,,7/21/2023 10:18,,https://www.scribd.com/document/660010152/20230717-yahoo-tabs#,,FALSE,,1638,3084,Ron DeSantis,30,48,22,12,18,12,36
83235,320,Monmouth U.,,,Monmouth University,215,Monmouth University,A,Live Phone,,7/12/2023,7/17/2023,,,,175812,840,rv,,rv,,7/20/2023 13:35,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_071923/,,FALSE,,840,11,Donald Trump,36,63,1,15,21,13,50
